ResponseId,nps,company,Year,month,TENURE,GENERATION,ROLE,LOCATION,COMPANY,GENDER,Change
R_2UgxrIkJM9WhVpb,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Sales + Marketing,United States - West,"Crafco, Inc.",NA,Standardizing higher commissions for sales reps so that a) loss or gain of business is actually impactful and b) reps feel more committed to driving business and increasing sustainability
R_3rO2AdsI8KnkgOO,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Let us grow Beards.
R_XpI7MMOWuOExE4N,8,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Another week of vacation after 20 years of service.  Bonuses should be same from salary employees to hourly employees.
R_2SisA8JfybWnQlV,8,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Operations,Latin America,Ergon Asfaltos México,NA,tener otro molino dalwort
R_2VPDPfSpqqwJWUW,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Treat hourly employees the same as salary employees.
R_1eFV2BJuZ3ZekFF,7,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Better training
R_1jVDeCxeYcl6iwf,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - South,NA,NA,Stay a family
R_2tMaznotPFRdnhB,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon Refining, Inc.",NA,"Increasing knowledge sharing around safety. We don’t effectively share lessons learned from events, especially around events with a high potential severity where no one was actually injured. We focus on minor actual injuries and TRIR, but we don’t communicate or share lessons learned around events where we almost killed people. The safety metrics that are presented to executive leadership are not a statistically valid method of illustrating the state of our safety culture or the effectiveness of our safety management systems."
R_UMgDBkI53XIu3Ad,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Considering employee suggestions
R_2f843TBxDsQSZt2,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Information Technology,United States - South,"Ergon, Inc.",NA,Only thing that really stands out to me is how easy it would be for anyone to sneak into the building.
R_72PBIy0euNxbCQV,8,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Information Technology,United States - South,"Ergon, Inc.",NA,Retention of employees by making their work meaningful.
R_2QWIdBOhplZY5aU,9,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Information Technology,United States - South,NA,NA,Honestly nothing comes to mind that can be improved
R_2R2kuubLHlkhWZR,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Information Technology,United States - South,NA,NA,"The continuation of Ergon as a private company with the ability to quickly respond to a changing world. That in itself is not a change but having worked for publicly traded companies, its our greatest strength."
R_wZZfL7fLLsj6t1f,10,Ergon,2022,September,9-12 years,Generation Y (born between 1981 - 2000),Operations,United States - South,NA,NA,talent development
R_2RZZYT00Ym3SUMJ,9,Ergon,2022,September,13+ years,Generation Y (born between 1981 - 2000),Operations,United States - South,NA,NA,Change accountability from looking at who shows up for work to who actually gets critical things done.  We have an old school mentality that if you are at the office and don't cause trouble you are a good employee regardless of what you get accomplished.
R_3DtCjE9XF9nvesj,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Information Technology,United States - South,"Ergon, Inc.",NA,"Keeping God first in all we do and continuing to care about each other is the greatest impact Ergon could have on our community and our great company, Ergon!"
R_cC41tfVDxNYaIjD,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Admin + Corporate Support,United States - South,"Ergon, Inc.",NA,Recognizing the long-term dedication of employees and allowing that to drive purposeful growth above anything else.
R_1Fm4gMuo8sWybxa,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Sales + Marketing,United States - South,"Ergon, Inc.",NA,Finding what each employee loves to do to make their job feel more like a career.
R_1IzMweju4wQtE9S,7,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Admin + Corporate Support,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Better communication!
R_bDE8H8LH6HWtxUl,8,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,NA,NA,operations training
R_2rVHT9me5KVPuVi,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - South,NA,NA,Continuing to look toward future economic opportunities and valuing their employees
R_2uyA8WmVSb5SbIM,7,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Technical,United States - Northeast,NA,NA,"Improved empathetic communication between all employees would improve coworker relations, decrease plant problems, increase revenue and improve job satisfaction."
R_1kHy3HJikpnULt2,9,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,United States - Midwest,"Ergon, Inc.",NA,Standardization of the process
R_3kteikX9e3KbAGK,10,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon Refining, Inc.",NA,Keeping up with the technology changes in the world.
R_1otiVDb4GBpxsVy,8,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Sales + Marketing,United States - South,"Ergon Refining, Inc.",NA,More racial diversity
R_xDzDEkyzSmSh9hD,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Operations,United States - South,"Ergon Refining, Inc.",NA,effective collaboration between business units and corporate function/services - shared commitment/feeling that both are core to the revenue engine and the success and growth of the company.  Corp experiences that connection.  BU's embrace Corp as key to their market offering/ability to succeed.
R_9uJmtJyOzAW7c2J,9,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Technical,United States - Northeast,"Ergon, Inc.",NA,improve morale
R_eLNQRFPgmzWamYN,9,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Information Technology,United States - South,"Ergon, Inc.",NA,"Leverage Information Technology advances to separate us from our competitors and give us a competitive edge, develop new products and services, expand into new markets, and compete globally"
R_rd9R853hylomSit,9,Ergon,2022,September,13+ years,Generation Y (born between 1981 - 2000),Sales + Marketing,United States - Midwest,"Ergon Asphalt & Emulsions, Inc.",NA,"I would like to see more effort on Ergon's part to grow the skillset of its employees, especially ones that do not reside at or near the company headquarters. This could include sponsoring training programs, leadership seminars, and continuing education courses."
R_10vYg12d1uNKKr7,10,Ergon,2022,September,9-12 years,Generation Y (born between 1981 - 2000),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,Dylan
R_upNxKxtZajLMXPH,10,Ergon,2022,September,Less than a year,Generation Z (born between 2001 - 2020),Operations,United States - South,"Ergon Refining, Inc.",NA,Nothing comes to mind.
R_2qrzGBM5XEIgHd2,10,Ergon,2022,September,Less than a year,Generation Y (born between 1981 - 2000),Technical,United States - Northeast,"Ergon Refining, Inc.",NA,creating a condition of employment as well as a system that will ensure all employees will advance and progress in a forward path/ to be able to perform the job duties assigned to them.
R_BrBLHPFEuDxxCOB,10,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,Stay the company that they are and keep doing what we do !
R_bNq8yQU3J9tjLNf,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,NA,NA,Planning
R_1FS6yBc373Dj67R,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,Latin America,Ergon Asfaltos México,NA,"
MEJOR  SERVICIO , APOYO Y COMUNICACION ENTRE  ÁREAS"
R_e2NZcrIKcuEEeIx,9,Ergon,2022,September,9-12 years,Baby Boomer (born between 1946 - 1965),Technical,United States - Northeast,"Ergon Refining, Inc.",NA,the right man for the job
R_1HcPNRmmbL5qD7q,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Technical,United States - South,"Ergon Refining, Inc.",NA,I think Ergon needs to become more competitive with their benefits packages and work from home opinions.  Ergon's packages are behind other companies in the industry and I think this could cause Ergon to lose out on good candidates in the future.
R_DhPVW7HjChniOwV,6,Ergon,2022,September,9-12 years,Baby Boomer (born between 1946 - 1965),Technical,United States - South,NA,NA,let the people that do a great job and know there job let do there job
R_2qqliHyHvEUiomK,8,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Sales + Marketing,United States - South,"Ergon, Inc.",NA,Keep employees involved on where Ergon is headed as we tackle worldwide challenges everyday.
R_b1kxC6uMTH7crjb,10,Ergon,2022,September,9-12 years,Generation X  (born between 1966 - 1980),Technical,United States - Northeast,NA,NA,Communication
R_Xu1pD3OPH40kp45,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Technical,United States - Midwest,"Ergon - West Virginia, Inc.",NA,"Next time there is a fake pandemic, do not pay employees to take experimental death shots. Now they are sick all the time. Do not take federal money to enforce stupid things like wearing a mask that dont work."
R_Y37akoMfg4BjRF7,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,better safety
R_2rHnSoxDhyjBCuy,9,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Sales + Marketing,United States - Midwest,"Ergon Asphalt & Emulsions, Inc.",NA,"More sales resources,  ways to find more opportunities to get our brand out to our customer base."
R_25YI1wKOrJeFDt2,9,Ergon,2022,September,5-8 years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,Value employees experience that may not have been derived from Ergon. The core of leadership at Ergon A&E all worked for the same previous employer and operate in the same manner. Employees who came from another organization have ideas and experiences that could be valuable to Ergon given the opportunity. At the very least employees should be given the latitude to work within Ergon's guidelines without interference and directives that suppress innovation and individuality.
R_3n0ZWGASQ8XxdSq,10,Ergon,2022,September,5-8 years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,NA,NA,More Plant wide communication
R_zclPaC2pRVPFcw9,10,Ergon,2022,September,13+ years,Generation X  (born between 1966 - 1980),Operations,United States - Northeast,"Ergon - West Virginia, Inc.",NA,the right people for the right position
R_2fpWDJnO1xkgJ0z,10,Ergon,2022,September,13+ years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,increased pay for performance and job duties.
R_3sAfrASmza2E5kN,6,Ergon,2022,September,5-8 years,Generation Y (born between 1981 - 2000),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,I don't think there is one single thing to change . Its beyond that at least for me .
R_2t59nBBVAWRfOFH,10,Ergon,2022,September,1-4 years,Generation X  (born between 1966 - 1980),Operations,United States - West,"Ergon Asphalt & Emulsions, Inc.",NA,Can always improve on communication
R_2tAxYWXFAxuwfuV,9,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Operations,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,When concrete roads are banned.
R_Z4CufsUq21glkmB,10,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Sales + Marketing,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,promoting of long-time good employees without a college degree to higher management positions.  Experience these employees have is irreparable.  Management training programs are wonderful.
R_12gy6bTDKkDq1Lg,8,Ergon,2022,September,1-4 years,Baby Boomer (born between 1946 - 1965),Operations,United States - West,NA,NA,"Get an understanding of the turnover within to co. Is it the compensation Paige, Over work...?"
R_3Kx6QtB90VPlQjQ,9,Ergon,2022,September,13+ years,Baby Boomer (born between 1946 - 1965),Technical,United States - Northeast,"Ergon - West Virginia, Inc.",NA,keeping up the great customer service and working with employees
R_2uxtUliV8Os33pV,10,Ergon,2022,September,1-4 years,Generation Y (born between 1981 - 2000),Operations,United States - South,"Ergon Asphalt & Emulsions, Inc.",NA,nothing needs to change
